NYS PFI,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider SSA County Code,Provider County Name,Ownership Type,Number of Certified Beds,Average Number of Residents per Day,Average Number of Residents per Day Footnote,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid Services,Continuing Care Retirement Community,Special Focus Status,Abuse Icon,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2 Number of Complaint Health Deficiencies,Rating Cycle 2 Health Deficiency Score,Rating Cycle 2 Number of Health Revisits,Rating Cycle 2 Health Revisit Score,Rating Cycle 2 Total Health Score,Rating Cycle 3 Standard Health Survey Date,Rating Cycle 3 Total Number of Health Deficiencies,Rating Cycle 3 Number of Standard Health Deficiencies,Rating Cycle 3 Number of Complaint Health Deficiencies,Rating Cycle 3 Health Deficiency Score,Rating Cycle 3 Number of Health Revisits,Rating Cycle 3 Health Revisit Score,Rating Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Citations from Infection Control Inspections,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date
1243,335321,SPLIT ROCK REHABILITION AND HEALTH CARE CENTER,3525 BAYCHESTER AVE,BRONX,NY,10466,7187988900,20,Bronx,For profit - Individual,240,207.3,,Medicare and Medicaid,N,"SPLIT ROCK REHABILITATION & HEALTH CARE CENTER, LLC",3/5/71,N,,N,N,N,Resident,Yes,3,,2,,5,,5,,5,,2,,2,,,,2.16814,0.65721,0.76605,1.42326,3.59141,0.10343,2.16174,1.07343,0.80565,4.04083,2.06914,0.4536,0.37471,2.84231,8/20/19,7,7,0,44,1,0,44,11/9/17,2,1,1,8,1,0,8,8/12/16,5,5,0,28,1,0,28,29.333,2,0,0,0,0,0,0,"3525 BAYCHESTER AVE,BRONX,NY,10466",2/1/21
1400,335125,SPRING CREEK REHABILITATION & NURSING CARE CENTER,660 LOUISIANA AVE,BROOKLYN,NY,11239,7186697100,331,Kings,For profit - Limited Liability company,188,156.3,,Medicare and Medicaid,N,WILLOUGHBY REHABILITATION AND HEALTH CARE CENTER LLC,1/1/67,N,,N,N,N,Resident,Yes,2,,2,,5,,5,,4,,1,,1,,,,2.21069,0.72395,0.40654,1.13048,3.34118,0.10992,2.32598,1.01157,0.52371,3.86126,1.96078,0.53022,0.30591,2.76725,12/16/19,3,3,0,12,1,0,12,9/27/18,10,10,0,56,1,0,56,1/18/17,0,0,0,0,0,0,0,24.667,0,0,0,0,0,0,0,"660 LOUISIANA AVE,BROOKLYN,NY,11239",2/1/21
4533,335762,ST MARYS CENTER INC,516 WEST 126TH STREET,NEW YORK,NY,10027,2126621826,420,New York,Non profit - Corporation,40,31.1,,Medicare and Medicaid,N,ST. MARYS CENTER INC,8/31/92,N,,N,N,N,Both,Yes,5,,4,,4,,4,,,2,5,,5,,,,2.47948,0.65945,0.87417,1.53362,4.0131,0.08942,1.44957,0.59142,0.31172,2.35271,3.52879,0.82609,1.10517,5.45492,9/12/19,4,4,0,28,1,0,28,2/16/18,0,0,0,0,0,0,0,3/7/17,1,1,0,4,1,0,4,14.667,0,0,0,0,0,0,0,"516 WEST 126TH STREET,NEW YORK,NY,10027",2/1/21
#N/A,33A081,ST MARYS HOSPITAL FOR CHILDREN,29 01 216 STREET,BAYSIDE,NY,11360,7182818800,590,Queens,Non profit - Corporation,124,123.1,,Medicaid,N,Legal Business Name Not Available,3/31/74,N,,N,N,N,Both,Yes,5,,5,,5,,5,,,2,5,,5,,,,4.91056,0.23241,4.93347,5.16588,10.07644,0.41144,2.39975,1.01652,1.11666,4.53294,4.22154,0.16939,1.74108,7.10894,3/29/19,0,0,0,0,0,0,0,11/22/17,1,1,0,4,1,0,4,8/26/16,0,0,0,0,0,0,0,1.333,0,0,0,0,0,0,0,"29 01 216 STREET,BAYSIDE,NY,11360",2/1/21
1217,335011,ST PATRICKS HOME,66 VAN CORTLANDT PARK SOUTH,BRONX,NY,10463,7185192800,20,Bronx,Non profit - Church related,264,167,,Medicare and Medicaid,N,ST.  PATRICK'S HOME FOR THE AGED AND INFIRM,1/1/67,N,,N,N,N,Resident,Yes,4,,3,,5,,4,,5,,3,,3,,,,2.54623,0.5889,0.70778,1.29668,3.84291,0.07201,2.13679,0.80114,0.4248,3.36272,2.45834,0.54461,0.6566,3.65465,9/23/19,7,7,0,32,1,0,32,2/28/18,0,0,0,0,0,0,0,10/25/16,5,5,0,20,1,0,20,19.333,0,0,0,0,0,0,0,"66 VAN CORTLANDT PARK SOUTH,BRONX,NY,10463",2/1/21
4543,335763,ST VINCENT DEPAUL RESIDENCE,900 INTERVALE AVENUE,BRONX,NY,10459,7185896965,20,Bronx,Non profit - Corporation,200,92.8,,Medicare and Medicaid,N,ST VINCENT DE PAUL RESIDENCE,10/29/92,N,,N,N,N,Both,Yes,5,,5,,5,,5,,5,,,12,,12,,,1.23841,0.05,0.76664,0.81665,2.05506,0.06726,2.16523,0.84889,0.45364,3.46776,1.17996,0.04364,0.66599,1.89519,3/4/19,0,0,0,0,0,0,0,3/15/17,1,1,0,4,1,0,4,1/15/16,1,1,0,4,1,0,4,2,0,0,0,0,0,0,0,"900 INTERVALE AVENUE,BRONX,NY,10459",2/1/21
1756,335561,STATEN ISLAND CARE CENTER,200 LAFAYETTE AVENUE,STATEN ISLAND,NY,10301,7184489000,610,Richmond,For profit - Limited Liability company,300,221.8,,Medicare and Medicaid,N,STATEN ISLAND CARE CENTER,11/1/76,N,,N,N,N,Resident,Yes,3,,3,,5,,5,,4,,1,,1,,,,1.91431,0.82991,0.4151,1.24501,3.15931,0.10318,2.01333,0.94557,0.54542,3.50431,1.96157,0.65026,0.29992,2.88315,6/27/19,3,2,1,12,1,0,12,5/22/18,6,6,0,28,1,0,28,12/23/16,6,5,1,36,1,0,36,21.333,3,1,0,0,0,0,0,"200 LAFAYETTE AVENUE,STATEN ISLAND,NY,10301",2/1/21
3089,335665,TERENCE CARDINAL COOKE HEALTH CARE CENTER,1249 FIFTH AVENUE,NEW YORK,NY,10029,2123601000,420,New York,Non profit - Church related,679,480.2,,Medicare and Medicaid,N,TERENCE CARDINAL COOKE HEALTH CARE CENTER,8/17/83,N,,N,N,N,Both,Yes,2,,1,,5,,5,,5,,3,,3,,,,2.58165,0.50006,0.70885,1.20891,3.79056,0.07255,2.00353,0.74702,0.38317,3.13372,2.65832,0.49595,0.72904,3.8683,1/31/20,12,11,3,64,1,0,64,4/23/18,0,0,0,0,0,0,0,11/23/16,13,9,4,56,1,0,56,41.333,0,6,1,0,0,0,0,"1249 FIFTH AVENUE,NEW YORK,NY,10029",2/1/21
1383,335290,THE CHATEAU AT BROOKLYN REHAB AND NURSING CENTER,3457 NOSTRAND AVENUE,BROOKLYN,NY,11229,7185355100,331,Kings,For profit - Limited Liability company,189,143.9,,Medicare and Medicaid,N,CNH OPERATING LLC,8/1/69,N,,N,N,N,Both,Yes,4,,3,,5,,5,,4,,3,,3,,,,2.10083,0.63949,0.67249,1.31198,3.41281,0.06882,2.12299,0.84728,0.48716,3.45743,2.0415,0.55918,0.54401,3.15672,6/24/19,5,5,0,32,1,0,32,5/31/18,2,0,2,8,0,0,8,12/19/16,3,3,0,16,1,0,16,21.333,0,1,0,0,0,0,0,"3457 NOSTRAND AVENUE,BROOKLYN,NY,11229",2/1/21
1234,335028,THE CITADEL REHAB AND NURSING CTR AT KINGSBRIDGE,3400 -26  CANNON PLACE,BRONX,NY,10463,7187968100,20,Bronx,For profit - Corporation,400,281.5,,Medicare and Medicaid,N,"HIGHLAND VIEW CARE CENTER OPERATING CO., LLC",1/1/67,N,,N,N,N,Resident,Yes,2,,1,,5,,5,,4,,2,,2,,,,2.16355,0.5809,0.53067,1.11157,3.27512,0.06259,2.0549,0.85276,0.46141,3.36907,2.17211,0.50469,0.45324,3.10882,8/30/19,3,2,1,12,1,0,12,11/17/17,2,2,0,8,1,0,8,8/1/16,12,12,0,293,1,0,293,57.5,1,0,0,0,0,0,0,"3400 -26  CANNON PLACE,BRONX,NY,10463",2/1/21
1675,335130,THE GRAND REHABILITATION AND NURSING AT QUEENS,157 15 19TH AVENUE,WHITESTONE,NY,11357,7187460400,590,Queens,For profit - Corporation,179,154,,Medicare and Medicaid,N,CLEARVIEW OPERATING CO. LLC,1/1/67,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,3,,2,,2,,,,1.97475,0.7953,0.45456,1.24986,3.22461,0.12092,2.35862,0.85848,0.4952,3.7123,1.72728,0.68635,0.36174,2.77787,2/10/20,2,2,0,12,1,0,12,6/11/18,0,0,0,0,0,0,0,12/2/16,3,3,0,12,1,0,12,8,0,0,0,0,0,0,0,"157 15 19TH AVENUE,WHITESTONE,NY,11357",2/1/21
1393,335104,THE HERITAGE REHABILITATION AND HEALTH CARE CENTER,5606 15TH AVE,BROOKLYN,NY,11219,7188511000,331,Kings,For profit - Corporation,79,70.4,,Medicare and Medicaid,N,PALM TREE CARE CENTER LLC,1/1/67,N,,N,N,N,Both,Yes,4,,4,,4,,4,,4,,2,,2,,,,2.03804,0.56474,0.5613,1.12604,3.16408,0.1182,2.20246,0.89817,0.50534,3.60596,1.90902,0.46584,0.43773,2.8061,5/31/19,3,3,0,20,1,0,20,12/29/17,1,1,0,4,1,0,4,11/14/16,1,1,0,4,1,0,4,12,0,0,0,0,0,0,0,"5606 15TH AVE,BROOKLYN,NY,11219",2/1/21
1603,335491,"THE NEW JEWISH HOME, MANHATTAN",120 WEST 106TH STREET,NEW YORK,NY,10025,2128705000,420,New York,Non profit - Corporation,514,423.2,,Medicare and Medicaid,N,"JEWISH HOME LIFECARE, MANHATTAN",4/1/76,N,,N,N,N,Both,Yes,2,,1,,5,,5,,5,,2,,2,,,,2.39645,0.64825,0.65483,1.30308,3.69954,0.13476,2.21963,0.9397,0.5158,3.67513,2.22738,0.51109,0.5003,3.21923,7/26/19,10,9,1,52,1,0,52,11/22/17,10,3,7,56,1,0,56,8/26/16,4,4,0,16,1,0,16,47.333,2,2,0,0,0,0,0,"120 WEST 106TH STREET,NEW YORK,NY,10025",2/1/21
7298,335804,THE PAVILION AT QUEENS FOR REHABILITATION & NRSING,36 17 PARSONS BOULEVARD,FLUSHING,NY,11354,7189614300,590,Queens,For profit - Partnership,302,248.2,,Medicare and Medicaid,N,KENNEDY PAVILION RH LLC,12/29/97,N,,N,N,N,Resident,Yes,4,,4,,5,,4,,5,,1,,1,,,,2.38237,0.71959,0.62497,1.34457,3.72694,0.08851,2.24535,1.01125,0.77876,4.03536,2.18893,0.5272,0.31626,2.95357,1/22/20,1,1,0,16,1,0,16,5/11/18,1,1,0,4,1,0,4,8/31/17,0,0,0,0,0,0,0,9.333,0,0,0,0,0,0,0,"36 17 PARSONS BOULEVARD,FLUSHING,NY,11354",2/1/21
1405,335516,THE PHOENIX REHABILITATION AND NURSING CENTER,140 ST EDWARDS STREET,BROOKLYN,NY,11201,7188586400,331,Kings,For profit - Corporation,400,265.4,,Medicare and Medicaid,N,ATLANTIS OPERATING LLC,6/1/76,N,,N,N,N,Both,Yes,3,,2,,5,,5,,5,,2,,2,,,,2.33437,0.63196,0.42349,1.05544,3.38981,0.08333,2.10799,0.86689,0.48796,3.46283,2.28458,0.5401,0.34202,3.13056,10/30/19,5,4,0,40,1,0,40,1/30/18,7,6,1,32,1,0,32,9/23/16,5,3,2,24,1,0,24,34.667,0,2,1,0,0,0,0,"140 ST EDWARDS STREET,BROOKLYN,NY,11201",2/1/21
1225,335462,THE PLAZA REHAB AND NURSING CENTER,100 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,7184101500,20,Bronx,For profit - Partnership,816,598.3,,Medicare and Medicaid,N,"TCPRNC, LLC",1/1/76,N,,N,N,N,Resident,Yes,3,,3,,4,,4,,5,,2,,2,,,,2.01617,0.58313,0.48633,1.06946,3.08563,0.07844,2.12788,0.89255,0.49741,3.51784,1.95473,0.48404,0.38531,2.80508,10/9/20,4,4,0,28,1,0,28,6/28/18,0,0,0,0,0,0,0,1/9/17,7,0,7,36,0,0,36,20,2,2,0,0,0,0,0,"100 WEST KINGSBRIDGE ROAD,BRONX,NY,10468",2/1/21
1370,335334,THE RIVERSIDE,150 RIVERSIDE DRIVE,NEW YORK,NY,10024,6465053500,420,New York,For profit - Individual,520,424.2,,Medicare and Medicaid,N,150 RIVERSIDE OP LLC,9/19/71,N,,Y,N,N,Both,Yes,2,,1,,5,,5,,5,,1,,1,,,,1.96482,0.70431,0.29572,1.00003,2.96484,0.1113,2.11662,0.89446,0.49848,3.50956,1.91508,0.58338,0.23378,2.70164,11/9/20,5,1,0,48,1,0,48,5/23/19,20,18,8,140,1,0,140,5/22/18,4,4,0,16,1,0,16,73.333,0,4,4,1,47954,0,1,"150 RIVERSIDE DRIVE,NEW YORK,NY,10024",2/1/21
4814,335771,THROGS NECK REHABILITATION & NURSING CENTER,707 THROGS NECK EXPRESSWAY,BRONX,NY,10465,7184300003,20,Bronx,For profit - Corporation,205,165.1,,Medicare and Medicaid,N,THROGS NECK OPERATING CO LLC,12/31/93,N,,N,N,N,Both,Yes,5,,5,,5,,5,,5,,1,,1,,,,1.89932,0.70987,0.36986,1.07973,2.97905,0.11618,2.16764,0.89879,0.54749,3.61392,1.80767,0.58515,0.26623,2.6362,2/22/19,2,2,0,8,1,0,8,5/15/17,0,0,0,0,0,0,0,2/29/16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"707 THROGS NECK EXPRESSWAY,BRONX,NY,10465",2/1/21
1249,335445,TRIBORO CENTER FOR REHABILITATION AND NURSING,1160 TELLER AVE,BRONX,NY,10456,7182931500,20,Bronx,For profit - Corporation,515,382.8,,Medicare and Medicaid,N,DOJ OPERATIONS ASSOCIATES LLC,3/1/76,N,,N,N,N,Both,Yes,4,,4,,3,,5,,2,,2,,2,,,,2.43532,0.87278,0.60204,1.47482,3.91014,0.09157,2.24695,0.98514,0.61815,3.85024,2.23598,0.65638,0.38381,3.24774,8/20/19,0,0,0,0,0,0,0,9/18/17,5,5,0,16,1,0,16,6/24/16,8,8,0,52,1,0,52,14,0,0,0,0,0,0,0,"1160 TELLER AVE,BRONX,NY,10456",2/1/21
6037,335799,UNION PLAZA CARE CENTER,33 23 UNION STREET,FLUSHING,NY,11354,7186700700,590,Queens,For profit - Corporation,280,207.6,,Medicare and Medicaid,N,UNION PLAZA NURSING HOME INC,8/28/96,N,,N,N,N,Both,Yes,4,,3,,5,,5,,5,,2,,2,,,,2.17879,0.61433,0.57401,1.18833,3.36712,0.12696,2.23239,0.90775,0.55008,3.69022,2.01349,0.5014,0.41122,2.91799,3/11/20,4,3,1,32,1,0,32,7/25/18,0,0,0,0,0,0,0,2/17/17,1,1,0,4,1,0,4,16.667,2,0,1,0,0,0,0,"33 23 UNION STREET,FLUSHING,NY,11354",2/1/21
1244,335061,UNIVERSITY CENTER FOR REHABILITATION AND NURSING,2505 GRAND AVE,BRONX,NY,10468,7182951400,20,Bronx,For profit - Individual,46,43.6,,Medicare and Medicaid,N,UNIVERSITY NURSING HOME LLC,4/23/69,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,3,,3,,,,2.21289,0.68713,0.84475,1.53187,3.74476,0.15861,2.25892,0.91915,0.4799,3.65797,2.021,0.55385,0.69369,3.27387,1/22/20,1,1,0,4,1,0,4,7/23/18,2,2,0,20,1,0,20,5/5/17,1,1,0,0,0,0,0,8.667,0,0,0,0,0,0,0,"2505 GRAND AVE,BRONX,NY,10468",2/1/21
1582,335232,UPPER EAST SIDE REHABILITATION AND NURSING CENTER,211 EAST 79 ST,NEW YORK,NY,10021,2128791600,420,New York,For profit - Corporation,449,391.2,,Medicare and Medicaid,N,DEWITT REHABILITATION AND NURSING CENTER INC,7/1/67,N,,N,N,N,Both,Yes,5,,4,,5,,5,,5,,3,,4,,,,2.07623,0.03735,1.33537,1.37272,3.44895,0.07591,2.35506,0.95295,0.53687,3.84487,1.81878,0.02904,0.98022,2.86868,3/5/19,1,1,0,4,1,0,4,7/11/17,0,0,0,0,0,0,0,4/15/16,5,2,3,52,1,0,52,10.667,2,0,0,1,7023,0,1,"211 EAST 79 ST,NEW YORK,NY,10021",2/1/21
1754,335273,VERRAZANO NURSING HOME,100 CASTLETON AVENUE,STATEN ISLAND,NY,10301,7182731300,610,Richmond,For profit - Corporation,120,83.7,,Medicare and Medicaid,N,Legal Business Name Not Available,1/1/70,N,,N,N,N,Both,Yes,5,,4,,5,,5,,4,,2,,2,,,,2.15909,0.72681,0.43202,1.15883,3.31792,0.11024,2.02742,0.75316,0.3658,3.14638,2.19701,0.71495,0.46543,3.37234,1/13/20,0,0,0,0,0,0,0,12/11/18,7,5,2,32,1,0,32,2/16/17,3,3,0,16,1,0,16,13.333,3,1,0,0,0,0,0,"100 CASTLETON AVENUE,STATEN ISLAND,NY,10301",2/1/21
1599,335027,VILLAGE CARE REHABILITATION AND NURSING CENTER,214 W HOUSTON STREET,NEW YORK,NY,10014,2123379400,420,New York,Non profit - Corporation,105,76.8,,Medicare and Medicaid,N,VILLAGE CENTER FOR CARE,1/1/67,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,5,,5,,,,3.79793,1.1923,1.48446,2.67676,6.47469,0.22033,2.06796,0.87335,0.51366,3.45498,3.78888,1.01144,1.13888,5.9931,10/29/19,1,1,0,4,2,2,6,3/27/18,2,0,2,8,0,0,8,11/7/16,4,2,2,16,1,0,16,8.333,0,3,0,0,0,0,0,"214 W HOUSTON STREET,NEW YORK,NY,10014",2/1/21
1677,335154,WATERVIEW NURSING CARE CENTER,119 15 27TH AVENUE,FLUSHING,NY,11354,7184615000,590,Queens,For profit - Corporation,200,141.9,,Medicare and Medicaid,N,"WATERVIEW NURSING CARE CENTER, INC.",7/13/68,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,3,,2,,2,,,,1.86901,0.68873,0.32261,1.01134,2.88034,0.03265,2.00725,0.73944,0.35689,3.10359,1.92094,0.69006,0.35623,2.96796,1/3/20,0,0,0,0,0,0,0,3/16/18,2,1,1,4,0,0,4,11/23/16,10,10,0,40,1,0,40,8,1,0,0,0,0,0,0,"119 15 27TH AVENUE,FLUSHING,NY,11354",2/1/21
1257,335495,WAYNE CENTER FOR NURSING & REHABILITATION,3530 WAYNE AVENUE,BRONX,NY,10467,7186551700,20,Bronx,For profit - Corporation,243,203.6,,Medicare and Medicaid,N,WAYNE CENTER FOR NURSING AND REHABILITATION,7/1/76,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,4,,2,,2,,,,2.22235,0.44573,0.97272,1.41845,3.6408,0.13822,2.2559,0.95913,0.8741,4.08912,2.03236,0.3443,0.43855,2.84737,1/13/20,2,2,0,8,1,0,8,5/31/18,0,0,0,0,0,0,0,12/12/16,4,4,0,16,1,0,16,6.667,0,0,0,0,0,0,0,"3530 WAYNE AVENUE,BRONX,NY,10467",2/1/21
1726,335737,"WEST LAWRENCE CARE CENTER, L L C",1410 SEAGIRT BLVD,FAR ROCKAWAY,NY,11691,7184717000,590,Queens,For profit - Corporation,215,160.1,,Medicare and Medicaid,N,WEST LAWRENCE CARE CENTER LLC,5/13/92,N,,N,Y,N,Resident,Yes,2,,1,,5,,5,,5,,1,,1,,,,1.56574,0.48539,0.2654,0.75079,2.31653,0.05924,2.10709,0.89468,0.52277,3.52454,1.533,0.40195,0.20007,2.1019,1/15/19,5,5,0,20,1,0,20,8/4/17,3,1,2,12,1,0,12,6/23/16,8,8,0,265,2,133,398,80.333,0,0,0,0,0,0,0,"1410 SEAGIRT BLVD,FAR ROCKAWAY,NY,11691",2/1/21
1247,335048,WILLIAMSBRIDGE CENTER FOR REHABILITATION AND NRSG,1540 TOMLINSON AVENUE,BRONX,NY,10461,7188926600,20,Bronx,For profit - Corporation,77,69.3,,Medicare and Medicaid,N,"WILLIAMSBRIDGE MANOR NURSING HOME, LLC",5/16/69,N,,N,N,N,Resident,Yes,1,,1,,2,,4,,1,,2,,2,,,,2.03487,0.65333,0.47849,1.13182,3.16669,0.29952,2.01037,0.86792,0.46835,3.34664,2.08818,0.5577,0.40261,3.02604,10/18/19,2,2,1,8,1,0,8,8/28/18,10,6,4,107,1,0,107,6/19/17,5,5,0,32,1,0,32,45,1,2,0,1,8297,0,1,"1540 TOMLINSON AVENUE,BRONX,NY,10461",2/1/21
1699,335155,WINDSOR PARK REHAB & NURSING CENTER,212 40 HILLSIDE AVENUE,QUEENS VILLAGE,NY,11427,7184680800,590,Queens,For profit - Corporation,70,65.1,,Medicare and Medicaid,N,"WINDSOR PARK NURSING HOME, INC.",7/13/67,N,,N,N,N,Both,Yes,4,,5,,1,,3,,1,,2,,3,,,,2.12241,0.61882,0.70665,1.32547,3.44788,0.08478,2.29745,0.98472,0.54,3.82217,1.90585,0.46558,0.51571,2.88483,10/29/19,0,0,0,0,0,0,0,3/27/18,1,1,0,8,1,0,8,5/16/17,3,3,0,16,1,0,16,5.333,0,0,0,0,0,0,0,"212 40 HILLSIDE AVENUE,QUEENS VILLAGE,NY,11427",2/1/21
1700,335266,"WOODCREST REHAB & RESIDENTIAL H C CENTER, L L C",119 09 26TH AVENUE,FLUSHING,NY,11354,7187626100,590,Queens,For profit - Partnership,200,139.8,,Medicare and Medicaid,N,WOODCREST REHABILITATION AND RESIDENTIAL HEALTH CARE CENTER LLC,6/15/70,N,,N,N,N,Resident,Yes,2,,2,,3,,4,,2,,3,,3,,,,2.37012,0.54773,0.51672,1.06445,3.43457,0.16197,2.0554,0.75137,0.37292,3.17969,2.37893,0.54008,0.54604,3.45434,2/10/20,6,6,0,28,1,0,28,6/8/18,5,5,0,36,1,0,36,11/16/16,5,5,0,20,1,0,20,29.333,0,0,0,0,0,0,0,"119 09 26TH AVENUE,FLUSHING,NY,11354",2/1/21
1219,335227,WORKMENS CIRCLE MULTICARE CENTER,3155 GRACE AVENUE,BRONX,NY,10469,7183798100,20,Bronx,For profit - Corporation,524,448.7,,Medicare and Medicaid,N,"JOPAL BRONX, LLC",5/1/67,N,,N,Y,N,Both,Yes,4,,4,,4,,4,,5,,2,,3,,,,2.11914,0.14404,0.89183,1.03587,3.15501,0.08565,2.09902,0.87203,0.50572,3.47677,2.08281,0.12238,0.69496,2.90203,12/20/18,2,2,0,8,1,0,8,2/27/17,1,0,1,4,0,0,4,12/10/15,3,0,3,12,0,0,12,7.333,2,2,0,0,0,0,0,"3155 GRACE AVENUE,BRONX,NY,10469",2/1/21
