Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Role played by Owner or Manager in Facility,Owner Type,Owner Name,Ownership Percentage,Association Date,Location,Processing Date
105037,"PALMS OF SEBRING, THE",725 S PINE ST,SEBRING,FL,33870,DIRECTOR,Individual,"BURKE, WILLIAM",NOT APPLICABLE,since 09/06/2018,"725 S PINE ST,SEBRING,FL,33870",44228
105037,"PALMS OF SEBRING, THE",725 S PINE ST,SEBRING,FL,33870,DIRECTOR,Individual,"BYRD, JACK",NOT APPLICABLE,since 09/06/2018,"725 S PINE ST,SEBRING,FL,33870",44228
105037,"PALMS OF SEBRING, THE",725 S PINE ST,SEBRING,FL,33870,DIRECTOR,Individual,"ELLIOT, JAY",NOT APPLICABLE,since 09/06/2018,"725 S PINE ST,SEBRING,FL,33870",44228
105037,"PALMS OF SEBRING, THE",725 S PINE ST,SEBRING,FL,33870,DIRECTOR,Individual,"JOHNSON, CHRISTIN",NOT APPLICABLE,since 09/06/2018,"725 S PINE ST,SEBRING,FL,33870",44228
105037,"PALMS OF SEBRING, THE",725 S PINE ST,SEBRING,FL,33870,DIRECTOR,Individual,"SHERLIN, DAVID",NOT APPLICABLE,since 09/06/2018,"725 S PINE ST,SEBRING,FL,33870",44228
105037,"PALMS OF SEBRING, THE",725 S PINE ST,SEBRING,FL,33870,DIRECTOR,Individual,"VARNELL, JEAN",NOT APPLICABLE,since 09/06/2018,"725 S PINE ST,SEBRING,FL,33870",44228
105037,"PALMS OF SEBRING, THE",725 S PINE ST,SEBRING,FL,33870,DIRECTOR,Individual,"WILLIAMSON, MICHAEL",NOT APPLICABLE,since 09/06/2018,"725 S PINE ST,SEBRING,FL,33870",44228
105037,"PALMS OF SEBRING, THE",725 S PINE ST,SEBRING,FL,33870,OFFICER,Individual,"CANAN, KELLI",NOT APPLICABLE,since 09/06/2018,"725 S PINE ST,SEBRING,FL,33870",44228
105037,"PALMS OF SEBRING, THE",725 S PINE ST,SEBRING,FL,33870,OFFICER,Individual,"HART, KENNETH",NOT APPLICABLE,since 09/06/2018,"725 S PINE ST,SEBRING,FL,33870",44228
105037,"PALMS OF SEBRING, THE",725 S PINE ST,SEBRING,FL,33870,OFFICER,Individual,"JOHNSON, CHRISTIN",NOT APPLICABLE,since 09/06/2018,"725 S PINE ST,SEBRING,FL,33870",44228
105037,"PALMS OF SEBRING, THE",725 S PINE ST,SEBRING,FL,33870,MANAGING EMPLOYEE,Individual,"FOSTER, CHEVONNE",NOT APPLICABLE,since 09/06/2018,"725 S PINE ST,SEBRING,FL,33870",44228
105038,"OCEAN VIEW NURSING & REHABILITATION CENTER, LLC",2810 SOUTH ATLANTIC AVENUE,NEW SMYRNA BEACH,FL,32169,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,2012 LIPSCHUTZ FAMILY TRUST,0.12,since 05/23/2012,"2810 SOUTH ATLANTIC AVENUE,NEW SMYRNA BEACH,FL,32169",44228
105038,"OCEAN VIEW NURSING & REHABILITATION CENTER, LLC",2810 SOUTH ATLANTIC AVENUE,NEW SMYRNA BEACH,FL,32169,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"KROSNICK, EVELYN",0.24,since 05/23/2012,"2810 SOUTH ATLANTIC AVENUE,NEW SMYRNA BEACH,FL,32169",44228
105038,"OCEAN VIEW NURSING & REHABILITATION CENTER, LLC",2810 SOUTH ATLANTIC AVENUE,NEW SMYRNA BEACH,FL,32169,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"LIPSCHUTZ, HOWARD",0.12,since 06/01/2000,"2810 SOUTH ATLANTIC AVENUE,NEW SMYRNA BEACH,FL,32169",44228
105038,"OCEAN VIEW NURSING & REHABILITATION CENTER, LLC",2810 SOUTH ATLANTIC AVENUE,NEW SMYRNA BEACH,FL,32169,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"WEISMAN, BARTON",0.47,since 06/01/2000,"2810 SOUTH ATLANTIC AVENUE,NEW SMYRNA BEACH,FL,32169",44228
105038,"OCEAN VIEW NURSING & REHABILITATION CENTER, LLC",2810 SOUTH ATLANTIC AVENUE,NEW SMYRNA BEACH,FL,32169,OPERATIONAL/MANAGERIAL CONTROL,Organization,HBA HEALTH SYSTEM LLC,NOT APPLICABLE,since 06/01/2000,"2810 SOUTH ATLANTIC AVENUE,NEW SMYRNA BEACH,FL,32169",44228
105038,"OCEAN VIEW NURSING & REHABILITATION CENTER, LLC",2810 SOUTH ATLANTIC AVENUE,NEW SMYRNA BEACH,FL,32169,MANAGING EMPLOYEE,Individual,"VINING, DAVID",NOT APPLICABLE,since 01/23/2006,"2810 SOUTH ATLANTIC AVENUE,NEW SMYRNA BEACH,FL,32169",44228
105039,"REHABILITATION CENTER OF THE PALM BEACHES,THE",301 NORTHPOINTE PARKWAY,WEST PALM BEACH,FL,33407,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,FLORIDA INSTITUTE FOR LONG TERM CARE LLC,1,since 12/23/2002,"301 NORTHPOINTE PARKWAY,WEST PALM BEACH,FL,33407",44228
105039,"REHABILITATION CENTER OF THE PALM BEACHES,THE",301 NORTHPOINTE PARKWAY,WEST PALM BEACH,FL,33407,OFFICER,Individual,"JAFFE, HOWARD",NOT APPLICABLE,since 01/01/2012,"301 NORTHPOINTE PARKWAY,WEST PALM BEACH,FL,33407",44228
105039,"REHABILITATION CENTER OF THE PALM BEACHES,THE",301 NORTHPOINTE PARKWAY,WEST PALM BEACH,FL,33407,OFFICER,Individual,"KATZ-HALL, KATHY",NOT APPLICABLE,since 01/01/2012,"301 NORTHPOINTE PARKWAY,WEST PALM BEACH,FL,33407",44228
105039,"REHABILITATION CENTER OF THE PALM BEACHES,THE",301 NORTHPOINTE PARKWAY,WEST PALM BEACH,FL,33407,OFFICER,Individual,"MULLARKEY, JAMES",NOT APPLICABLE,since 01/01/2012,"301 NORTHPOINTE PARKWAY,WEST PALM BEACH,FL,33407",44228
105039,"REHABILITATION CENTER OF THE PALM BEACHES,THE",301 NORTHPOINTE PARKWAY,WEST PALM BEACH,FL,33407,OFFICER,Individual,"RICHMOND, PENNY",NOT APPLICABLE,since 01/01/2012,"301 NORTHPOINTE PARKWAY,WEST PALM BEACH,FL,33407",44228
105039,"REHABILITATION CENTER OF THE PALM BEACHES,THE",301 NORTHPOINTE PARKWAY,WEST PALM BEACH,FL,33407,MANAGING EMPLOYEE,Individual,"GRAY, VALERIE",NOT APPLICABLE,since 05/05/2008,"301 NORTHPOINTE PARKWAY,WEST PALM BEACH,FL,33407",44228
105039,"REHABILITATION CENTER OF THE PALM BEACHES,THE",301 NORTHPOINTE PARKWAY,WEST PALM BEACH,FL,33407,MANAGING EMPLOYEE,Individual,"LUCIEN, NADINE",NOT APPLICABLE,since 05/09/2017,"301 NORTHPOINTE PARKWAY,WEST PALM BEACH,FL,33407",44228
105045,BRADEN RIVER REHABILITATION CENTER LLC,2010 MANATEE AVE E,BRADENTON,FL,34208,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"SOVEREIGN HEALTHCARE HOLDINGS, LLC",1,since 12/31/2012,"2010 MANATEE AVE E,BRADENTON,FL,34208",44228
105045,BRADEN RIVER REHABILITATION CENTER LLC,2010 MANATEE AVE E,BRADENTON,FL,34208,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,JOHN J NOTERMANN BUSINESS TR,0.83,since 11/12/2017,"2010 MANATEE AVE E,BRADENTON,FL,34208",44228
105045,BRADEN RIVER REHABILITATION CENTER LLC,2010 MANATEE AVE E,BRADENTON,FL,34208,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,ROYCE MARK CRONQUIST TTEE OF THE CRONQUIST 2015 FAM TR,0.15,since 12/31/2015,"2010 MANATEE AVE E,BRADENTON,FL,34208",44228
105045,BRADEN RIVER REHABILITATION CENTER LLC,2010 MANATEE AVE E,BRADENTON,FL,34208,OPERATIONAL/MANAGERIAL CONTROL,Organization,"SOUTHERN HEALTHCARE MANAGEMENT, LLC",NOT APPLICABLE,since 12/31/2012,"2010 MANATEE AVE E,BRADENTON,FL,34208",44228
105045,BRADEN RIVER REHABILITATION CENTER LLC,2010 MANATEE AVE E,BRADENTON,FL,34208,OFFICER,Individual,"MELTON, DONALD",NOT APPLICABLE,since 12/31/2012,"2010 MANATEE AVE E,BRADENTON,FL,34208",44228
105045,BRADEN RIVER REHABILITATION CENTER LLC,2010 MANATEE AVE E,BRADENTON,FL,34208,MANAGING EMPLOYEE,Individual,"KUSMIERZ, ALEXANDER",NOT APPLICABLE,since 08/31/2018,"2010 MANATEE AVE E,BRADENTON,FL,34208",44228
105045,BRADEN RIVER REHABILITATION CENTER LLC,2010 MANATEE AVE E,BRADENTON,FL,34208,MANAGING EMPLOYEE,Individual,"MELTON, DONALD",NOT APPLICABLE,since 12/31/2012,"2010 MANATEE AVE E,BRADENTON,FL,34208",44228
105045,BRADEN RIVER REHABILITATION CENTER LLC,2010 MANATEE AVE E,BRADENTON,FL,34208,5% OR GREATER SECURITY INTEREST,Organization,BERKADIA COMMERCIAL MORTGAGE LLC,NOT APPLICABLE,since 09/23/2014,"2010 MANATEE AVE E,BRADENTON,FL,34208",44228
105045,BRADEN RIVER REHABILITATION CENTER LLC,2010 MANATEE AVE E,BRADENTON,FL,34208,5% OR GREATER SECURITY INTEREST,Organization,"HEALTHCARE FINANCIAL SOLUTIONS, LLC",NOT APPLICABLE,since 12/31/2015,"2010 MANATEE AVE E,BRADENTON,FL,34208",44228
105047,JUPITER MEDICAL CENTER PAVILION INC,1230 SOUTH OLD DIXIE HWY,JUPITER,FL,33458,DIRECTOR,Individual,"HEARTFIELD, BETSY",NOT APPLICABLE,since 03/01/2004,"1230 SOUTH OLD DIXIE HWY,JUPITER,FL,33458",44228
105047,JUPITER MEDICAL CENTER PAVILION INC,1230 SOUTH OLD DIXIE HWY,JUPITER,FL,33458,MANAGING EMPLOYEE,Individual,"HEARTFIELD, BETSY",NOT APPLICABLE,since 03/01/2004,"1230 SOUTH OLD DIXIE HWY,JUPITER,FL,33458",44228
105050,SHORE ACRES CARE CENTER,4500 INDIANAPOLIS ST NE,SAINT PETERSBURG,FL,33703,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,INDIANAPOLIS STREET CARE INC,1,since 03/30/2015,"4500 INDIANAPOLIS ST NE,SAINT PETERSBURG,FL,33703",44228
105050,SHORE ACRES CARE CENTER,4500 INDIANAPOLIS ST NE,SAINT PETERSBURG,FL,33703,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"BLEICH, MICHAEL",1,since 03/30/2015,"4500 INDIANAPOLIS ST NE,SAINT PETERSBURG,FL,33703",44228
105050,SHORE ACRES CARE CENTER,4500 INDIANAPOLIS ST NE,SAINT PETERSBURG,FL,33703,OPERATIONAL/MANAGERIAL CONTROL,Individual,"PAI, SURESH",NOT APPLICABLE,since 07/01/2015,"4500 INDIANAPOLIS ST NE,SAINT PETERSBURG,FL,33703",44228
105052,SEASIDE HEALTH AND REHABILITATION CENTER,324 WILDER BLVD,DAYTONA BEACH,FL,32114,Ownership Data Not Available,,,,,"324 WILDER BLVD,DAYTONA BEACH,FL,32114",44228
105057,PINES NURSING HOME,301 NE 141 STREET,MIAMI,FL,33161,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"PINE HOLDINGS 2015, LLC",1,since 09/18/2015,"301 NE 141 STREET,MIAMI,FL,33161",44228
105057,PINES NURSING HOME,301 NE 141 STREET,MIAMI,FL,33161,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"COSIOL, MEIR",1,since 09/18/2015,"301 NE 141 STREET,MIAMI,FL,33161",44228
105057,PINES NURSING HOME,301 NE 141 STREET,MIAMI,FL,33161,MANAGING EMPLOYEE,Individual,"COSIOL, MEIR",NOT APPLICABLE,since 09/18/2015,"301 NE 141 STREET,MIAMI,FL,33161",44228
105067,BOULEVARD REHABILITATION CENTER,2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"SOVEREIGN HEALTHCARE HOLDINGS, LLC",1,since 10/01/2003,"2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435",44228
105067,BOULEVARD REHABILITATION CENTER,2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,JOHN J NOTERMANN BUSINESS TR,0.83,since 10/12/2017,"2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435",44228
105067,BOULEVARD REHABILITATION CENTER,2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,ROYCE MARK CRONQUIST TTEE OF THE CRONQUIST 2015 FAM TR,0.15,since 12/31/2015,"2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435",44228
105067,BOULEVARD REHABILITATION CENTER,2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435,OPERATIONAL/MANAGERIAL CONTROL,Organization,"SOUTHERN HEALTHCARE MANAGEMENT, LLC",NOT APPLICABLE,since 10/01/2003,"2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435",44228
105067,BOULEVARD REHABILITATION CENTER,2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435,OFFICER,Individual,"MELTON, DONALD",NOT APPLICABLE,since 02/15/2009,"2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435",44228
105067,BOULEVARD REHABILITATION CENTER,2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435,MANAGING EMPLOYEE,Individual,"FABIAN, DONNA",NOT APPLICABLE,since 09/05/2019,"2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435",44228
105067,BOULEVARD REHABILITATION CENTER,2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435,MANAGING EMPLOYEE,Individual,"MELTON, DONALD",NOT APPLICABLE,since 01/16/2015,"2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435",44228
105067,BOULEVARD REHABILITATION CENTER,2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435,5% OR GREATER SECURITY INTEREST,Organization,BERKADIA COMMERCIAL MORTGAGE LLC,NOT APPLICABLE,since 09/23/2014,"2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435",44228
105067,BOULEVARD REHABILITATION CENTER,2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435,5% OR GREATER SECURITY INTEREST,Organization,"HEALTHCARE FINANCIAL SOLUTIONS, LLC",NOT APPLICABLE,since 12/31/2015,"2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435",44228
105071,BAYSIDE CARE CENTER,811 JACKSON ST N,SAINT PETERSBURG,FL,33705,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,JACKSON STREET CARE INC,1,since 07/07/2015,"811 JACKSON ST N,SAINT PETERSBURG,FL,33705",44228
105071,BAYSIDE CARE CENTER,811 JACKSON ST N,SAINT PETERSBURG,FL,33705,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"BLEICH, MICHAEL",1,since 07/07/2015,"811 JACKSON ST N,SAINT PETERSBURG,FL,33705",44228
105071,BAYSIDE CARE CENTER,811 JACKSON ST N,SAINT PETERSBURG,FL,33705,OPERATIONAL/MANAGERIAL CONTROL,Individual,"KELLER, JANET",NOT APPLICABLE,since 12/01/2015,"811 JACKSON ST N,SAINT PETERSBURG,FL,33705",44228
105072,LEXINGTON HEALTH AND REHABILITATION CENTER,6300 46TH AVE N,SAINT PETERSBURG,FL,33709,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,GREYSTONE TRIBECA ACQUISITION II LLC,1,since 05/13/2011,"6300 46TH AVE N,SAINT PETERSBURG,FL,33709",44228
105072,LEXINGTON HEALTH AND REHABILITATION CENTER,6300 46TH AVE N,SAINT PETERSBURG,FL,33709,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GREYSTONE & CO HOLDINGS II LLC,NO PERCENTAGE PROVIDED,since 12/31/2012,"6300 46TH AVE N,SAINT PETERSBURG,FL,33709",44228
105072,LEXINGTON HEALTH AND REHABILITATION CENTER,6300 46TH AVE N,SAINT PETERSBURG,FL,33709,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GREYSTONE HEALTHCARE HOLDINGS III LLC,NO PERCENTAGE PROVIDED,since 12/31/2012,"6300 46TH AVE N,SAINT PETERSBURG,FL,33709",44228
105072,LEXINGTON HEALTH AND REHABILITATION CENTER,6300 46TH AVE N,SAINT PETERSBURG,FL,33709,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GREYSTONE HEALTHCARE HOLDINGS IV LLC,NO PERCENTAGE PROVIDED,since 07/01/2013,"6300 46TH AVE N,SAINT PETERSBURG,FL,33709",44228
105072,LEXINGTON HEALTH AND REHABILITATION CENTER,6300 46TH AVE N,SAINT PETERSBURG,FL,33709,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,RECTOR HOLDING CORP.,NO PERCENTAGE PROVIDED,since 07/01/2013,"6300 46TH AVE N,SAINT PETERSBURG,FL,33709",44228
105072,LEXINGTON HEALTH AND REHABILITATION CENTER,6300 46TH AVE N,SAINT PETERSBURG,FL,33709,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,STEPHEN ROSENBERG 2009 DESCENDANTS TRUST,NO PERCENTAGE PROVIDED,since 12/31/2012,"6300 46TH AVE N,SAINT PETERSBURG,FL,33709",44228
105072,LEXINGTON HEALTH AND REHABILITATION CENTER,6300 46TH AVE N,SAINT PETERSBURG,FL,33709,OPERATIONAL/MANAGERIAL CONTROL,Organization,GREYSTONE HEALTHCARE MANAGEMENT CORP,NOT APPLICABLE,since 01/15/2002,"6300 46TH AVE N,SAINT PETERSBURG,FL,33709",44228
105072,LEXINGTON HEALTH AND REHABILITATION CENTER,6300 46TH AVE N,SAINT PETERSBURG,FL,33709,OPERATIONAL/MANAGERIAL CONTROL,Individual,"HANDELSON, STEPHANIE",NOT APPLICABLE,since 03/04/2019,"6300 46TH AVE N,SAINT PETERSBURG,FL,33709",44228
105072,LEXINGTON HEALTH AND REHABILITATION CENTER,6300 46TH AVE N,SAINT PETERSBURG,FL,33709,OPERATIONAL/MANAGERIAL CONTROL,Individual,"PAGET, THOMAS",NOT APPLICABLE,since 08/01/2014,"6300 46TH AVE N,SAINT PETERSBURG,FL,33709",44228
105072,LEXINGTON HEALTH AND REHABILITATION CENTER,6300 46TH AVE N,SAINT PETERSBURG,FL,33709,OPERATIONAL/MANAGERIAL CONTROL,Individual,"PRICE, JACQUELINE",NOT APPLICABLE,since 06/27/2018,"6300 46TH AVE N,SAINT PETERSBURG,FL,33709",44228
105072,LEXINGTON HEALTH AND REHABILITATION CENTER,6300 46TH AVE N,SAINT PETERSBURG,FL,33709,OFFICER,Individual,"PRICE, JACQUELINE",NOT APPLICABLE,since 06/27/2018,"6300 46TH AVE N,SAINT PETERSBURG,FL,33709",44228
105072,LEXINGTON HEALTH AND REHABILITATION CENTER,6300 46TH AVE N,SAINT PETERSBURG,FL,33709,OFFICER,Individual,"ROSENBERG, MORDECAI",NOT APPLICABLE,since 08/01/2012,"6300 46TH AVE N,SAINT PETERSBURG,FL,33709",44228
105072,LEXINGTON HEALTH AND REHABILITATION CENTER,6300 46TH AVE N,SAINT PETERSBURG,FL,33709,OFFICER,Individual,"SCHWARTZ, LISA",NOT APPLICABLE,since 06/01/2010,"6300 46TH AVE N,SAINT PETERSBURG,FL,33709",44228
105072,LEXINGTON HEALTH AND REHABILITATION CENTER,6300 46TH AVE N,SAINT PETERSBURG,FL,33709,MANAGING EMPLOYEE,Individual,"MARTINEZ, MARIELA",NOT APPLICABLE,since 07/04/2019,"6300 46TH AVE N,SAINT PETERSBURG,FL,33709",44228
105072,LEXINGTON HEALTH AND REHABILITATION CENTER,6300 46TH AVE N,SAINT PETERSBURG,FL,33709,5% OR GREATER SECURITY INTEREST,Organization,KEYBANK REAL ESTATE CAPTIAL,NOT APPLICABLE,since 09/01/2014,"6300 46TH AVE N,SAINT PETERSBURG,FL,33709",44228
105072,LEXINGTON HEALTH AND REHABILITATION CENTER,6300 46TH AVE N,SAINT PETERSBURG,FL,33709,5% OR GREATER SECURITY INTEREST,Organization,"WELLS FARGO BANK, N.A.",NOT APPLICABLE,since 01/24/2018,"6300 46TH AVE N,SAINT PETERSBURG,FL,33709",44228
105083,BROWARD NURSING & REHABILITATION CENTER,1330 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,2012 LIPSCHUTZ FAMILY TRUST,0.12,since 05/23/2012,"1330 S ANDREWS AVE,FORT LAUDERDALE,FL,33316",44228
105083,BROWARD NURSING & REHABILITATION CENTER,1330 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"KROSNICK, EVELYN",0.24,since 05/23/2012,"1330 S ANDREWS AVE,FORT LAUDERDALE,FL,33316",44228
105083,BROWARD NURSING & REHABILITATION CENTER,1330 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"LIPSCHUTZ, HOWARD",0.12,since 06/01/2000,"1330 S ANDREWS AVE,FORT LAUDERDALE,FL,33316",44228
105083,BROWARD NURSING & REHABILITATION CENTER,1330 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"WEISMAN, BARTON",0.47,since 06/01/2000,"1330 S ANDREWS AVE,FORT LAUDERDALE,FL,33316",44228
105083,BROWARD NURSING & REHABILITATION CENTER,1330 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,OPERATIONAL/MANAGERIAL CONTROL,Organization,HBA HEALTH SYSTEM LLC,NOT APPLICABLE,since 06/14/2000,"1330 S ANDREWS AVE,FORT LAUDERDALE,FL,33316",44228
105083,BROWARD NURSING & REHABILITATION CENTER,1330 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,MANAGING EMPLOYEE,Individual,"HYMANS, JOHN",NOT APPLICABLE,since 06/01/2000,"1330 S ANDREWS AVE,FORT LAUDERDALE,FL,33316",44228
105089,MANOR PINES CONVALESCENT CENTER,1701 NE 26TH ST,FORT LAUDERDALE,FL,33305,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"MARRINSON GROUP, INC.",NO PERCENTAGE PROVIDED,since 03/23/2001,"1701 NE 26TH ST,FORT LAUDERDALE,FL,33305",44228
105089,MANOR PINES CONVALESCENT CENTER,1701 NE 26TH ST,FORT LAUDERDALE,FL,33305,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,RALPH ALAN MARRINSON REVOCABLE TRUST,NO PERCENTAGE PROVIDED,since 03/23/2001,"1701 NE 26TH ST,FORT LAUDERDALE,FL,33305",44228
105089,MANOR PINES CONVALESCENT CENTER,1701 NE 26TH ST,FORT LAUDERDALE,FL,33305,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,JEANINE M MARRINSON EXEMPT TRUST DATED 6/17/93,0.07,since 03/12/2003,"1701 NE 26TH ST,FORT LAUDERDALE,FL,33305",44228
105089,MANOR PINES CONVALESCENT CENTER,1701 NE 26TH ST,FORT LAUDERDALE,FL,33305,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,JEANINE M MARRINSON MARITAL TRUST DATED 6/17/93,0.43,since 03/12/2003,"1701 NE 26TH ST,FORT LAUDERDALE,FL,33305",44228
105089,MANOR PINES CONVALESCENT CENTER,1701 NE 26TH ST,FORT LAUDERDALE,FL,33305,OPERATIONAL/MANAGERIAL CONTROL,Organization,"1601 MANAGEMENT, LLC",NOT APPLICABLE,since 04/01/2001,"1701 NE 26TH ST,FORT LAUDERDALE,FL,33305",44228
105089,MANOR PINES CONVALESCENT CENTER,1701 NE 26TH ST,FORT LAUDERDALE,FL,33305,OPERATIONAL/MANAGERIAL CONTROL,Organization,RALPH ALAN MARRINSON REVOCABLE TRUST,NOT APPLICABLE,since 03/23/2001,"1701 NE 26TH ST,FORT LAUDERDALE,FL,33305",44228
105089,MANOR PINES CONVALESCENT CENTER,1701 NE 26TH ST,FORT LAUDERDALE,FL,33305,OPERATIONAL/MANAGERIAL CONTROL,Individual,"BAILEY PEARLMAN, BARBARA",NOT APPLICABLE,since 12/07/2012,"1701 NE 26TH ST,FORT LAUDERDALE,FL,33305",44228
105089,MANOR PINES CONVALESCENT CENTER,1701 NE 26TH ST,FORT LAUDERDALE,FL,33305,OPERATIONAL/MANAGERIAL CONTROL,Individual,"LIPMAN, SCOTT",NOT APPLICABLE,since 01/06/2003,"1701 NE 26TH ST,FORT LAUDERDALE,FL,33305",44228
105089,MANOR PINES CONVALESCENT CENTER,1701 NE 26TH ST,FORT LAUDERDALE,FL,33305,OPERATIONAL/MANAGERIAL CONTROL,Individual,"MARRINSON, RALPH",NOT APPLICABLE,since 03/23/2001,"1701 NE 26TH ST,FORT LAUDERDALE,FL,33305",44228
105089,MANOR PINES CONVALESCENT CENTER,1701 NE 26TH ST,FORT LAUDERDALE,FL,33305,OPERATIONAL/MANAGERIAL CONTROL,Individual,"SAVETT, WILLIAM",NOT APPLICABLE,since 03/01/2017,"1701 NE 26TH ST,FORT LAUDERDALE,FL,33305",44228
105089,MANOR PINES CONVALESCENT CENTER,1701 NE 26TH ST,FORT LAUDERDALE,FL,33305,MANAGING EMPLOYEE,Individual,"BAILEY PEARLMAN, BARBARA",NOT APPLICABLE,since 12/07/2012,"1701 NE 26TH ST,FORT LAUDERDALE,FL,33305",44228
105089,MANOR PINES CONVALESCENT CENTER,1701 NE 26TH ST,FORT LAUDERDALE,FL,33305,5% OR GREATER SECURITY INTEREST,Organization,TRUIST BANK,NOT APPLICABLE,since 10/31/2017,"1701 NE 26TH ST,FORT LAUDERDALE,FL,33305",44228
105117,SOUTH HERITAGE HEALTH & REHABILITATION CENTER,718 LAKEVIEW AVE S,SAINT PETERSBURG,FL,33705,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,SENIOR HEALTH PROPERTIES-SOUTH INC.,1,since 11/30/2000,"718 LAKEVIEW AVE S,SAINT PETERSBURG,FL,33705",44228
105117,SOUTH HERITAGE HEALTH & REHABILITATION CENTER,718 LAKEVIEW AVE S,SAINT PETERSBURG,FL,33705,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SENIOR HEALTH SOUTH EX LLC,1,since 11/20/2000,"718 LAKEVIEW AVE S,SAINT PETERSBURG,FL,33705",44228
105117,SOUTH HERITAGE HEALTH & REHABILITATION CENTER,718 LAKEVIEW AVE S,SAINT PETERSBURG,FL,33705,OFFICER,Individual,"DEPIANO, RICH",NOT APPLICABLE,since 04/01/2009,"718 LAKEVIEW AVE S,SAINT PETERSBURG,FL,33705",44228
105117,SOUTH HERITAGE HEALTH & REHABILITATION CENTER,718 LAKEVIEW AVE S,SAINT PETERSBURG,FL,33705,OFFICER,Individual,"JAFFE, HOWARD",NOT APPLICABLE,since 04/01/2009,"718 LAKEVIEW AVE S,SAINT PETERSBURG,FL,33705",44228
105117,SOUTH HERITAGE HEALTH & REHABILITATION CENTER,718 LAKEVIEW AVE S,SAINT PETERSBURG,FL,33705,OFFICER,Individual,"MULLEN, ANN",NOT APPLICABLE,since 04/01/2009,"718 LAKEVIEW AVE S,SAINT PETERSBURG,FL,33705",44228
105117,SOUTH HERITAGE HEALTH & REHABILITATION CENTER,718 LAKEVIEW AVE S,SAINT PETERSBURG,FL,33705,OFFICER,Individual,"RICHMOND, PENNY",NOT APPLICABLE,since 04/01/2009,"718 LAKEVIEW AVE S,SAINT PETERSBURG,FL,33705",44228
